avian-49	Avian	49	83.0	90.0	79.0	75.0	66.0	47.0
avian-50	Avian	50	83.0	90.0	79.0	75.0	66.0	47.0
avian-51	Avian	51	83.0	90.0	79.0	75.0	66.0	47.0
avian-52	Avian	52	83.0	90.0	79.0	75.0	66.0	47.0
avian-53	Avian	53	83.0	90.0	79.0	75.0	66.0	47.0
avian-54	Avian	54	83.0	90.0	79.0	75.0	66.0	47.0
avian-55	Avian	55	83.0	90.0	79.0	75.0	66.0	47.0
avian-56	Avian	56	83.0	90.0	79.0	75.0	66.0	47.0
avian-57	Avian	57	83.0	90.0	79.0	75.0	66.0	47.0
avian-58	Avian	58	83.0	90.0	79.0	75.0	66.0	47.0
avian-59	Avian	59	80.0	88.0	76.0	72.0	67.0	48.0
avian-60	Avian	60	80.0	88.0	76.0	72.0	67.0	48.0
avian-61	Avian	61	80.0	88.0	76.0	72.0	67.0	48.0
avian-62	Avian	62	80.0	88.0	76.0	72.0	67.0	48.0
avian-63	Avian	63	80.0	88.0	76.0	72.0	67.0	48.0
avian-64	Avian	64	80.0	88.0	76.0	72.0	67.0	48.0
avian-65	Avian	65	80.0	88.0	76.0	72.0	67.0	48.0
cobb-25	Cobb500	25	90.0	96.0	86.0	83.0	63.0	46.0
cobb-30	Cobb500	30	92.0	97.0	88.0	85.0	66.0	48.0
cobb-35	Cobb500	35	91.0	96.0	87.0	84.0	68.0	49.0
cobb-40	Cobb500	40	89.0	95.0	85.0	82.0	69.0	50.0
cobb-50	Cobb500	50	86.0	93.0	82.0	79.0	71.0	51.0
cobb-60	Cobb500	60	83.0	91.0	79.0	76.0	72.0	52.0
cobb500-24	Cobb500	24	90.0	96.0	86.0	83.0	63.0	46.0
cobb500-26	Cobb500	26	90.0	96.0	86.0	83.0	63.0	46.0
cobb500-27	Cobb500	27	90.0	96.0	86.0	83.0	63.0	46.0
cobb500-28	Cobb500	28	90.0	96.0	86.0	83.0	63.0	46.0
cobb500-29	Cobb500	29	92.0	97.0	88.0	85.0	66.0	48.0
cobb500-31	Cobb500	31	92.0	97.0	88.0	85.0	66.0	48.0
cobb500-32	Cobb500	32	92.0	97.0	88.0	85.0	66.0	48.0
cobb500-33	Cobb500	33	92.0	97.0	88.0	85.0	66.0	48.0
cobb500-34	Cobb500	34	91.0	96.0	87.0	84.0	68.0	49.0
cobb500-36	Cobb500	36	91.0	96.0	87.0	84.0	68.0	49.0
cobb500-37	Cobb500	37	91.0	96.0	87.0	84.0	68.0	49.0
cobb500-38	Cobb500	38	91.0	96.0	87.0	84.0	68.0	49.0
cobb500-39	Cobb500	39	89.0	95.0	85.0	82.0	69.0	50.0
cobb500-41	Cobb500	41	89.0	95.0	85.0	82.0	69.0	50.0
cobb500-42	Cobb500	42	89.0	95.0	85.0	82.0	69.0	50.0
cobb500-43	Cobb500	43	89.0	95.0	85.0	82.0	69.0	50.0
cobb500-44	Cobb500	44	89.0	95.0	85.0	82.0	69.0	50.0
cobb500-45	Cobb500	45	89.0	95.0	85.0	82.0	69.0	50.0
cobb500-46	Cobb500	46	89.0	95.0	85.0	82.0	69.0	50.0
cobb500-47	Cobb500	47	89.0	95.0	85.0	82.0	69.0	50.0
cobb500-48	Cobb500	48	89.0	95.0	85.0	82.0	69.0	50.0
cobb500-49	Cobb500	49	86.0	93.0	82.0	79.0	71.0	51.0
cobb500-51	Cobb500	51	86.0	93.0	82.0	79.0	71.0	51.0
cobb500-52	Cobb500	52	86.0	93.0	82.0	79.0	71.0	51.0
cobb500-53	Cobb500	53	86.0	93.0	82.0	79.0	71.0	51.0
cobb500-54	Cobb500	54	86.0	93.0	82.0	79.0	71.0	51.0
cobb500-55	Cobb500	55	86.0	93.0	82.0	79.0	71.0	51.0
cobb500-56	Cobb500	56	86.0	93.0	82.0	79.0	71.0	51.0
cobb500-57	Cobb500	57	86.0	93.0	82.0	79.0	71.0	51.0
cobb500-58	Cobb500	58	86.0	93.0	82.0	79.0	71.0	51.0
cobb500-59	Cobb500	59	83.0	91.0	79.0	76.0	72.0	52.0
cobb500-61	Cobb500	61	83.0	91.0	79.0	76.0	72.0	52.0
cobb500-62	Cobb500	62	83.0	91.0	79.0	76.0	72.0	52.0
cobb500-63	Cobb500	63	83.0	91.0	79.0	76.0	72.0	52.0
cobb500-64	Cobb500	64	83.0	91.0	79.0	76.0	72.0	52.0
cobb500-65	Cobb500	65	83.0	91.0	79.0	76.0	72.0	52.0
hubb-25	Hubbard	25	86.0	92.0	82.0	78.0	59.0	42.0
hubb-30	Hubbard	30	88.0	94.0	84.0	80.0	62.0	44.0
hubb-35	Hubbard	35	87.0	93.0	83.0	79.0	64.0	45.0
hubb-40	Hubbard	40	85.0	91.0	81.0	77.0	65.0	46.0
hubb-50	Hubbard	50	82.0	89.0	78.0	74.0	67.0	47.0
hubb-60	Hubbard	60	79.0	87.0	75.0	71.0	68.0	48.0
hubbard-26	Hubbard	26	86.0	92.0	82.0	78.0	59.0	42.0
hubbard-27	Hubbard	27	86.0	92.0	82.0	78.0	59.0	42.0
hubbard-28	Hubbard	28	86.0	92.0	82.0	78.0	59.0	42.0
hubbard-29	Hubbard	29	88.0	94.0	84.0	80.0	62.0	44.0
hubbard-31	Hubbard	31	88.0	94.0	84.0	80.0	62.0	44.0
hubbard-32	Hubbard	32	88.0	94.0	84.0	80.0	62.0	44.0
hubbard-33	Hubbard	33	88.0	94.0	84.0	80.0	62.0	44.0
hubbard-34	Hubbard	34	87.0	93.0	83.0	79.0	64.0	45.0
hubbard-36	Hubbard	36	87.0	93.0	83.0	79.0	64.0	45.0
hubbard-37	Hubbard	37	87.0	93.0	83.0	79.0	64.0	45.0
hubbard-38	Hubbard	38	87.0	93.0	83.0	79.0	64.0	45.0
hubbard-39	Hubbard	39	85.0	91.0	81.0	77.0	65.0	46.0
hubbard-41	Hubbard	41	85.0	91.0	81.0	77.0	65.0	46.0
hubbard-42	Hubbard	42	85.0	91.0	81.0	77.0	65.0	46.0
hubbard-43	Hubbard	43	85.0	91.0	81.0	77.0	65.0	46.0
hubbard-44	Hubbard	44	85.0	91.0	81.0	77.0	65.0	46.0
hubbard-45	Hubbard	45	85.0	91.0	81.0	77.0	65.0	46.0
hubbard-46	Hubbard	46	85.0	91.0	81.0	77.0	65.0	46.0
hubbard-47	Hubbard	47	85.0	91.0	81.0	77.0	65.0	46.0
hubbard-48	Hubbard	48	85.0	91.0	81.0	77.0	65.0	46.0
hubbard-49	Hubbard	49	82.0	89.0	78.0	74.0	67.0	47.0
hubbard-51	Hubbard	51	82.0	89.0	78.0	74.0	67.0	47.0
hubbard-52	Hubbard	52	82.0	89.0	78.0	74.0	67.0	47.0
hubbard-53	Hubbard	53	82.0	89.0	78.0	74.0	67.0	47.0
hubbard-54	Hubbard	54	82.0	89.0	78.0	74.0	67.0	47.0
hubbard-55	Hubbard	55	82.0	89.0	78.0	74.0	67.0	47.0
hubbard-56	Hubbard	56	82.0	89.0	78.0	74.0	67.0	47.0
hubbard-57	Hubbard	57	82.0	89.0	78.0	74.0	67.0	47.0
hubbard-58	Hubbard	58	82.0	89.0	78.0	74.0	67.0	47.0
hubbard-59	Hubbard	59	79.0	87.0	75.0	71.0	68.0	48.0
hubbard-61	Hubbard	61	79.0	87.0	75.0	71.0	68.0	48.0
hubbard-62	Hubbard	62	79.0	87.0	75.0	71.0	68.0	48.0
hubbard-63	Hubbard	63	79.0	87.0	75.0	71.0	68.0	48.0
hubbard-64	Hubbard	64	79.0	87.0	75.0	71.0	68.0	48.0
hubbard-65	Hubbard	65	79.0	87.0	75.0	71.0	68.0	48.0
ir-25	IR	25	85.0	91.0	81.0	77.0	57.0	41.0
ir-26	IR	26	85.0	91.0	81.0	77.0	57.0	41.0
ir-27	IR	27	85.0	91.0	81.0	77.0	57.0	41.0
ir-28	IR	28	85.0	91.0	81.0	77.0	57.0	41.0
ir-29	IR	29	87.0	93.0	83.0	79.0	60.0	43.0
ir-30	IR	30	87.0	93.0	83.0	79.0	60.0	43.0
ir-31	IR	31	87.0	93.0	83.0	79.0	60.0	43.0
ir-32	IR	32	87.0	93.0	83.0	79.0	60.0	43.0
ir-33	IR	33	87.0	93.0	83.0	79.0	60.0	43.0
ir-34	IR	34	86.0	92.0	82.0	78.0	62.0	44.0
ir-35	IR	35	86.0	92.0	82.0	78.0	62.0	44.0
ir-36	IR	36	86.0	92.0	82.0	78.0	62.0	44.0
ir-37	IR	37	86.0	92.0	82.0	78.0	62.0	44.0
ir-38	IR	38	86.0	92.0	82.0	78.0	62.0	44.0
ir-39	IR	39	84.0	90.0	80.0	76.0	63.0	45.0
ir-40	IR	40	84.0	90.0	80.0	76.0	63.0	45.0
ir-41	IR	41	84.0	90.0	80.0	76.0	63.0	45.0
ir-42	IR	42	84.0	90.0	80.0	76.0	63.0	45.0
ir-43	IR	43	84.0	90.0	80.0	76.0	63.0	45.0
ir-44	IR	44	84.0	90.0	80.0	76.0	63.0	45.0
ir-45	IR	45	84.0	90.0	80.0	76.0	63.0	45.0
ir-46	IR	46	84.0	90.0	80.0	76.0	63.0	45.0
ir-47	IR	47	84.0	90.0	80.0	76.0	63.0	45.0
ir-48	IR	48	84.0	90.0	80.0	76.0	63.0	45.0
ir-49	IR	49	81.0	88.0	77.0	73.0	65.0	46.0
ir-50	IR	50	81.0	88.0	77.0	73.0	65.0	46.0
ir-51	IR	51	81.0	88.0	77.0	73.0	65.0	46.0
ir-52	IR	52	81.0	88.0	77.0	73.0	65.0	46.0
ir-53	IR	53	81.0	88.0	77.0	73.0	65.0	46.0
ir-54	IR	54	81.0	88.0	77.0	73.0	65.0	46.0
ir-55	IR	55	81.0	88.0	77.0	73.0	65.0	46.0
ir-56	IR	56	81.0	88.0	77.0	73.0	65.0	46.0
ir-57	IR	57	81.0	88.0	77.0	73.0	65.0	46.0
ir-58	IR	58	81.0	88.0	77.0	73.0	65.0	46.0
ir-59	IR	59	78.0	86.0	74.0	70.0	66.0	47.0
ir-60	IR	60	78.0	86.0	74.0	70.0	66.0	47.0
ir-61	IR	61	78.0	86.0	74.0	70.0	66.0	47.0
ir-62	IR	62	78.0	86.0	74.0	70.0	66.0	47.0
ir-63	IR	63	78.0	86.0	74.0	70.0	66.0	47.0
ir-64	IR	64	78.0	86.0	74.0	70.0	66.0	47.0
ir-65	IR	65	78.0	86.0	74.0	70.0	66.0	47.0
r308-25	Ross308	25	89.0	95.0	85.0	82.0	62.0	45.0
r308-30	Ross308	30	91.0	96.0	87.0	84.0	65.0	47.0
r308-35	Ross308	35	90.0	95.0	86.0	83.0	67.0	48.0
r308-40	Ross308	40	88.0	94.0	84.0	81.0	68.0	49.0
r308-50	Ross308	50	85.0	92.0	81.0	78.0	70.0	50.0
r308-60	Ross308	60	82.0	90.0	78.0	75.0	71.0	51.0
ross308-26	Ross308	26	89.0	95.0	85.0	82.0	62.0	45.0
ross308-27	Ross308	27	89.0	95.0	85.0	82.0	62.0	45.0
ross308-28	Ross308	28	89.0	95.0	85.0	82.0	62.0	45.0
ross308-29	Ross308	29	91.0	96.0	87.0	84.0	65.0	47.0
ross308-31	Ross308	31	91.0	96.0	87.0	84.0	65.0	47.0
ross308-32	Ross308	32	91.0	96.0	87.0	84.0	65.0	47.0
ross308-33	Ross308	33	91.0	96.0	87.0	84.0	65.0	47.0
ross308-34	Ross308	34	90.0	95.0	86.0	83.0	67.0	48.0
ross308-36	Ross308	36	90.0	95.0	86.0	83.0	67.0	48.0
ross308-37	Ross308	37	90.0	95.0	86.0	83.0	67.0	48.0
ross308-38	Ross308	38	90.0	95.0	86.0	83.0	67.0	48.0
ross308-39	Ross308	39	88.0	94.0	84.0	81.0	68.0	49.0
ross308-41	Ross308	41	88.0	94.0	84.0	81.0	68.0	49.0
ross308-42	Ross308	42	88.0	94.0	84.0	81.0	68.0	49.0
ross308-43	Ross308	43	88.0	94.0	84.0	81.0	68.0	49.0
ross308-44	Ross308	44	88.0	94.0	84.0	81.0	68.0	49.0
ross308-45	Ross308	45	88.0	94.0	84.0	81.0	68.0	49.0
ross308-46	Ross308	46	88.0	94.0	84.0	81.0	68.0	49.0
ross308-47	Ross308	47	88.0	94.0	84.0	81.0	68.0	49.0
ross308-48	Ross308	48	88.0	94.0	84.0	81.0	68.0	49.0
ross308-49	Ross308	49	85.0	92.0	81.0	78.0	70.0	50.0
ross308-51	Ross308	51	85.0	92.0	81.0	78.0	70.0	50.0
ross308-52	Ross308	52	85.0	92.0	81.0	78.0	70.0	50.0
ross308-53	Ross308	53	85.0	92.0	81.0	78.0	70.0	50.0
ross308-54	Ross308	54	85.0	92.0	81.0	78.0	70.0	50.0
ross308-55	Ross308	55	85.0	92.0	81.0	78.0	70.0	50.0
ross308-56	Ross308	56	85.0	92.0	81.0	78.0	70.0	50.0
ross308-57	Ross308	57	85.0	92.0	81.0	78.0	70.0	50.0
ross308-58	Ross308	58	85.0	92.0	81.0	78.0	70.0	50.0
ross308-59	Ross308	59	82.0	90.0	78.0	75.0	71.0	51.0
ross308-61	Ross308	61	82.0	90.0	78.0	75.0	71.0	51.0
ross308-62	Ross308	62	82.0	90.0	78.0	75.0	71.0	51.0
ross308-63	Ross308	63	82.0	90.0	78.0	75.0	71.0	51.0
ross308-64	Ross308	64	82.0	90.0	78.0	75.0	71.0	51.0
ross308-65	Ross308	65	82.0	90.0	78.0	75.0	71.0	51.0
